CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
OCLSP3690,POZO GRUPO BARCEL,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,CAJITITLAN,POZO,-103.39468,20.4318,209.145,,566.0,,539.6667,,0.5781,,304.776,,110.0,,12.206439,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.5705,,0.2282,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI
OCLSP3730,POZO NO. 100. TEPATITLAN DE MORELOS,LERMA SANTIAGO PACIFICO,JALISCO,TEPATITLAN DE MORELOS,TEPATITLAN,POZO,-102.78058,20.81347,132.09,,324.0,,226.4,,3.7839,,43.824,,1.1,,0.02,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0058,,0.8629,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCLSP3782,POZO 4 CH-103. JOCOTEPEC,LERMA SANTIAGO PACIFICO,JALISCO,JOCOTEPEC,CHAPALA,POZO,-103.42982,20.28585,210.9,,494.0,,277.6,,0.2,,127.3216,,2046.0,,0.280438,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0222,,0.025,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3785,POZO 3 CH-223. SIMAPA. SAN JUAN COSALA,LERMA SANTIAGO PACIFICO,JALISCO,JOCOTEPEC,CHAPALA,POZO,-103.3473,20.28941,314.13,,731.0,,486.4,,0.2951,,266.5796,,17329.0,,0.167545,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.3715,,0.6392,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,NO
OCLSP3792,POZO 2 CH-37. CHAPALA (HOTEL MONTECARLO),LERMA SANTIAGO PACIFICO,JALISCO,CHAPALA,CHAPALA,POZO,-103.203028,20.291776,387.39,,995.0,,616.8,,0.9272,,20.0,,2046.0,,0.172759,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0831,,0.2983,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3817,POZO NO. 760,LERMA SANTIAGO PACIFICO,JALISCO,ATOTONILCO EL ALTO,LA BARCA,POZO,-102.49986,20.48296,239.8,,883.0,,563.0,,6.9355,,67.4628,,1.1,,0.247272,,0.1219,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCLSP3818,POZO ATOTONILCO MPIO 1,LERMA SANTIAGO PACIFICO,JALISCO,ATOTONILCO EL ALTO,OCOTLAN,POZO,-102.5032,20.54083,304.11,,811.0,,486.0,,0.4717,,285.7248,,3076.0,,9.417006,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0017,,0.0396,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3826,POZO PARQUE ACUATICO SANTA RITA,LERMA SANTIAGO PACIFICO,JALISCO,AYOTLAN,LA BARCA,POZO,-102.37494,20.4222,213.12,,869.0,,436.3333,,8.3014,,20.0,,122.0,,0.397115,,0.1301,,0.003,,0.004,,0.0004,,0.004,,0.0181,,0.1195,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCLSP3827,POZO NO. 687,LERMA SANTIAGO PACIFICO,JALISCO,AYOTLAN,LA BARCA,POZO,-102.39088,20.44043,233.1,,1079.0,,629.3333,,4.2048,,97.4806,,1.1,,20.171033,,0.0508,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0313,,Rojo,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI
OCNOR3993,CUITACA,NOROESTE,SONORA,CANANEA,CUITACA,POZO,-110.48888,30.99709,163.5,,363.0,,236.2,,0.2,,144.467,,24196.0,,0.316339,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0118,,1.037,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO
OCNOR4008,POZO EJIDO SAN MANUEL,NOROESTE,SONORA,TUBUTAMA,BUSANI,POZO,-111.42039,30.62337,141.44,,452.0,,265.4,,12.1712,,20.0,,20.0,,1.769474,,0.0962,,0.003,,0.0202,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4021,SAN PABLO DE ACONCHI,NOROESTE,SONORA,ACONCHI,RIO SONORA,POZO,-110.20114,29.77367,315.01,,1342.0,,925.6,,0.3668,,461.107,,1017.0,,11.274477,,0.01,,0.003,,0.0057,,0.0004,,0.004,,0.0054,,0.025,,Rojo,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR4037,HACIENDA DE LA FLOR,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.94133,29.07231,341.445,,1328.0,,763.6,,1.0584,,337.314,,1.1,,8.956645,,0.0355,,0.003,,0.0092,,0.0004,,0.004,,0.0038,,0.1613,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4038,POZO VIVEROS DE CESUES,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.85297,29.1707,90.61,,1313.0,,827.0,,3.8988,,198.42,,201.0,,2.676841,,0.0327,,0.003,,0.0163,,0.0004,,0.004,,0.0015,,0.0599,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4039,EL CAMPITO,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.83528,29.08897,271.83,,1228.0,,713.4,,0.5657,,356.688,,241.0,,14.828069,,0.0181,,0.003,,0.004,,0.0004,,0.004,,0.0017,,0.0983,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR4040,POZO NO. 12V,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.87231,29.1931,123.76,,875.0,,234.4,,2.7379,,20.0,,1.1,,3.527611,,0.0291,,0.003,,0.004,,0.0004,,0.004,,0.0036,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4041,LAS NORIAS,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.63302,29.04896,253.045,,656.0,,320.4,,0.4675,,222.2304,,1722.0,,5.613428,,0.0223,,0.003,,0.004,,0.0004,,0.004,,0.0064,,0.0319,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4063,POZO DIVISADEROS,NOROESTE,SONORA,DIVISADEROS,RIO MOCTEZUMA,POZO,-109.47377,29.62448,259.84,,757.0,,417.8,,1.7233,,20.0,,1.1,,1.244513,,0.01,,0.003,,0.0222,,0.0004,,0.004,,0.0015,,0.0346,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4081,PILA LOMA DE GUADALUPE,NOROESTE,SONORA,ALAMOS,CUCHUJAQUI,POZO,-108.93771,27.02193,206.46,,492.0,,274.2,,0.4268,,175.296,,432.0,,1.856013,,0.01,,0.003,,0.004,,0.0004,,0.046,,0.0019,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI
OCNOR4144,EJIDO EL SABINO,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.50509,27.79186,394.2,,900.0,,491.6,,0.3405,,329.109,,1464.0,,4.063419,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0422,,0.0626,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4145,POZO TESOPACO,NOROESTE,SONORA,ROSARIO,ROSARIO-TESOPACO-EL QUIRIEGO,POZO,-109.37109,27.83808,316.455,,950.0,,566.4,,0.2742,,339.082,,31.0,,14.10943,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR4178,POZO EL DESTIERRO,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.68851,28.29499,201.11,,742.0,,384.6,,1.9874,,83.3364,,1.1,,2.783053,,0.0135,,0.003,,0.0075,,0.0004,,0.004,,0.0051,,0.3208,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCNOR4205,CAMPO J. F. KENNEDY,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.313056,31.5994,242.59535064935062,,1281.0,,1210.0,,4.5144,,118.2771,,1.1,,5.555324,,0.0108,,0.003,,0.0117,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4211,OOMAPAS No. 5,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.31117,31.583167,181.83,,1148.0,,1094.0,,6.0882,,60.576,,1.1,,8.320646,,0.01,,0.003,,0.0307,,0.0004,,0.004,,0.0015,,0.0392,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4212,OOMAPAS No 2,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.38027,31.48255,292.6,,1106.0,,1016.0,,5.1867,,61.5883,,1.1,,0.885459,,0.0296,,0.003,,0.004,,0.0004,,0.004,,0.0332,,0.7742,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
OCNOR4213,OOMAPAS 5 PEÑASCO,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.397778,31.483056,227.0,,1170.0,,1176.0,,3.9579,,73.7359,,1100.0,,1.627127,,0.0202,,0.003,,0.0067,,0.0004,,0.004,,0.0044,,0.1854,,Rojo,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4214,OOMAPAS 6 PEÑASCO,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.393333,31.482694,229.0,,1173.0,,980.0,,4.1817,,80.822,,1.1,,1.710679,,0.0203,,0.003,,0.0085,,0.0004,,0.004,,0.0062,,0.0911,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4218,EJIDO CAMPODONICO,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-113.011667,30.955389,238.26,,970.0,,942.0,,4.4292,,245.9889,,1.1,,1.453934,,0.0303,,0.003,,0.0058,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4219,SAN MANUEL,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.9422,30.63,159.885,,905.0,,1118.0,,0.5202,,488.7789,,460.0,,26.942074,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR4221,EL VENTARRON,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.164167,30.703528,264.385,,705.0,,728.0,,0.7573,,262.4287,,1.1,,7.873105,,0.0438,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4224M1,POZO QUITOVAC,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.750556,31.515833,323.0,,1047.0,,1092.0,,1.6844,,290.3276,,1.1,,3.506819,,0.0579,,0.003,,0.0075,,0.0004,,0.004,,0.0047,,0.0365,,Rojo,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4225,PUBLICO URBANO SONOITA,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.8298,31.8692,164.0,,872.0,,912.0,,4.1809,,193.1873,,1.1,,9.554971,,0.0108,,0.003,,0.0145,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4226M1,EJIDO PAPAGOS,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.882705,31.886913,752.0,,2230.0,,2592.0,,15.4243,,237.7285,,4.0,,11.047141,,0.0232,,0.003,,0.005,,0.0004,,0.004,,0.0204,,0.0724,,Rojo,NO,NO,NO,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR4227,CERRO COLORADO,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-113.108056,31.939167,287.0,,1163.0,,1112.0,,5.5898,,176.9905,,9.0,,2.06949,,0.011,,0.003,,0.007,,0.0004,,0.004,,0.0049,,0.3524,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCNOR4229,CAMPO SAN ENRIQUE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.63597,28.84804,145.86,,1439.0,,982.4,,0.2267,,448.4292,,1.1,,11.700844,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0304,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR4230,POZO CAMPO TODOS SANTOS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.38788,28.68438,155.805,,570.0,,306.2,,0.299,,164.6886,,17329.0,,5.249334,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.0313,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4231,CAMPO LOS APACHES,NOROESTE,SONORA,HERMOSILLO,SAHUARAL,POZO,-111.22335,28.31952,100.555,,2166.0,,911.2,,2.5625,,130.7856,,1.1,,4.942184,,0.0239,,0.003,,0.0122,,0.0004,,0.004,,0.0162,,1.031,,Rojo,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCNOR6505,EL MAZOCAHUI,NOROESTE,SONORA,BAVIACORA,RIO SONORA,POZO,-110.11926,29.53365,327.04,,1535.0,,1199.6,,0.698,,532.2715,,1.1,,13.590907,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCNOR6506,URES.,NOROESTE,SONORA,URES,RIO SONORA,POZO,-110.38294,29.42405,202.72,,767.0,,479.0,,3.6349,,190.0259,,1.1,,5.602367,,0.01,,0.003,,0.0056,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4308,MANEADERO 1 (POZO SALON EJIDAL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,MANEADERO,POZO,-116.578519,31.728857,272.745,,2100.0,,3624.0,,0.7371,,1419.8417,,1.1,,31.540491,,0.01,,0.003,,0.004,,0.00254,,0.004,,0.0087,,0.0815,,Rojo,SI,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPBC4309,MANEADERO 3 (POZO CESPE),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,MANEADERO,POZO,-116.572811,31.756832,200.64,,1033.0,,1244.0,,2.2562,,448.1699,,1.1,,6.278739,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4311,OJOS NEGROS 3 (POZO CNA 60/08),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,OJOS NEGROS,POZO,-116.197794,31.907726,194.37,,898.0,,1292.0,,0.2614,,496.3497,,1100.0,,5.692375,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0113,,0.0998,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4332,POZO VG-3A (CNA-150),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,COLONIA VICENTE GUERRERO,POZO,-116.011263,30.728562,104.0,,1288.0,,2136.0,,0.2168,,961.3611,,43.0,,102.299497,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPBC4368,SISTEMA DE INFILTRACION DE AGUAS RESIDUALES 2,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.815556,32.389167,415.91,,1311.0,,1252.0,,0.2,,492.6045,,1.1,,8.329258,,0.0353,,0.003,,0.004,,0.0004,,0.004,,1.008,,1.683,,Rojo,NO,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,NO
OCPNO4454,LOMA DE RODRIGUERA,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,POZO,-107.40047,24.87168,150.015,,436.0,,234.3333,,0.2805,,159.36,,1529.0,,0.230189,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.056,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4492,BOCA DE ARROYO (CNA-402),PACIFICO NORTE,SINALOA,MOCORITO,RIO MOCORITO,POZO,-107.97163,25.46517,559.44,,3060.0,,1970.8,,0.3154,,746.175,,148.0,,14.834737,,0.01,,0.003,,0.004,,0.0004,,0.004,,1.224,,0.025,,Rojo,NO,NO,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI
OCPNO4498,POZO CNA-159,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO,POZO,-108.13171,25.43721,455.1,,1382.0,,825.0,,0.4473,,326.3272,,1.1,,20.525765,,0.0146,,0.003,,0.004,,0.0004,,0.004,,0.0096,,0.025,,Rojo,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPNO4499,POZO CNA 188,PACIFICO NORTE,SINALOA,ANGOSTURA,RIO MOCORITO,POZO,-108.19576,25.29359,369.63,,1171.0,,713.8,,0.383,,300.8384,,73.0,,12.944124,,0.0138,,0.003,,0.004,,0.0004,,0.004,,0.0296,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPNO4531,POZO CNA-350 BOCA DE ARROYO,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE,POZO,-108.74541,26.3226,238.65,,624.0,,427.2,,0.4279,,216.8882,,1872.0,,6.253069,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4575,QUILA,PACIFICO NORTE,SINALOA,CULIACAN,RIO SAN LORENZO,POZO,-107.21882,24.4151,286.89,,783.0,,486.0,,0.5687,,258.96,,1.1,,11.134722,,0.0123,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPNO4625,POZO CNA 03,PACIFICO NORTE,SINALOA,MAZATLAN,RIO PRESIDIO,POZO,-106.2584,23.12525,211.46,,859.0,,613.0,,0.4287,,182.068,,374.0,,0.02,,0.0716,,0.003,,0.004,,0.0004,,0.004,,1.568,,2.363,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,NO
OCPNO4679,POZO CNA 221,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,POZO,-108.34293,25.73292,283.05,,1113.0,,658.2,,0.3216,,354.1844,,1658.0,,5.54429,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0105,,0.0352,,Rojo,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO5401,POZO CNA-268 (AGUSTINA RAMIREZ),PACIFICO NORTE,SINALOA,ANGOSTURA,RIO MOCORITO,POZO,-108.15846,25.31937,277.5,,1929.0,,1111.4,,0.2,,603.656,,24196.0,,6.559712,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0026,,0.0575,,Rojo,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPSU4693,POZO SAN LORENZO CACAOTEPEC,PACIFICO SUR,OAXACA,SAN LORENZO CACAOTEPEC,VALLES CENTRALES,POZO,-96.80786,17.13487,165.0,,757.0,,562.0,,0.533,,326.0,,1.1,,0.032,,0.01,,0.003,,0.10975,,0.00114,,0.004,,0.08216,,0.0416,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI
OCPSU4700,POZO HUITZO,PACIFICO SUR,OAXACA,SAN PABLO HUITZO,VALLES CENTRALES,POZO,-96.88211,17.28417,203.3,,405.0,,348.0,,0.956,,222.0,,1.1,,3.16,,0.01,,0.003,,0.13874,,0.00121,,0.004,,0.00259,,2.69699,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO
OCPSU4710,2025-T8 SAP UNION ZAPATA,PACIFICO SUR,OAXACA,SAN PABLO VILLA DE MITLA,VALLES CENTRALES,POZO,-96.4101,16.917,367.0,,1193.0,,270.0,,0.46,,306.0,,1.1,,0.02,,0.0138,,0.003,,0.09208,,0.00064,,0.004,,1.17872,,0.19279,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,NO,SI
OCPSU4865,POZO No. 47 Codipsa 28 MAGDALENA ZAHUATLAN,PACIFICO SUR,OAXACA,MAGDALENA ZAHUATLAN,NOCHIXTLAN,POZO,-97.243556,17.393722,289.0,,651.0,,389.0,,3.963,,316.0,,1.1,,0.263,,0.01,,0.003,,0.08853,,0.0004,,0.004,,0.01869,,0.94292,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO
OCPSU4868,POZO EL SAUZ,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,RIO VERDE-EJUTLA,NORIA,-96.7519,16.5169,280.0,,428.0,,280.0,,0.2,,198.0,,1.1,,2.8,,0.01,,0.003,,0.1074,,0.00101,,0.00596,,0.00504,,0.0546,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI
OCPSU6179,OCOTLAN DE MORELOS,PACIFICO SUR,OAXACA,OCOTLAN DE MORELOS,VALLES CENTRALES,POZO,-96.677381,16.794025,215.0,,652.0,,446.0,,0.338,,272.0,,1.1,,2.876,,0.01,,0.003,,0.15094,,0.00151,,0.00709,,0.01923,,0.48063,,Rojo,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO
OCPYU4920,POZO 1 DEL SISTEMA DE AGUA POTABLE CHEMAX,PENINSULA DE YUCATAN,YUCATAN,CHEMAX,PENINSULA DE YUCATAN,POZO,-87.93813,20.65104,131.79,,1962.0,,1288.0,,0.9985,,41.45,,1.1,,5.022,,0.2001,,0.003,,0.1099,,0.0004,,0.004,,0.0032,,0.1642,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI
OCPYU4926,POZO 6 DE LA PLANTA TEMOZON NORTE DE LA JAPAY,PENINSULA DE YUCATAN,YUCATAN,MERIDA,PENINSULA DE YUCATAN,POZO,-89.61706,21.06234,291.28,,1092.0,,721.0,,2.7975,,493.4,,1.1,,0.2331,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.1096,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU4945,POZO 4 DEL SISTEMA DE AGUA POTABLE DE VALLADOLID,PENINSULA DE YUCATAN,YUCATAN,VALLADOLID,PENINSULA DE YUCATAN,POZO,-88.21379,20.68116,230.16,,1411.0,,931.0,,0.2516,,177.62,,40.0,,8.5042,,0.1397,,0.003,,0.0121,,0.0004,,0.0053,,0.0293,,0.2714,,Rojo,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCPYU6416,POPOLA,PENINSULA DE YUCATAN,YUCATAN,VALLADOLID,PENINSULA DE YUCATAN,POZO,-88.236111,20.731944,317.06,,1438.0,,967.0,,1.8999,,333.54,,1.1,,4.6785,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.004,,0.2519,,Rojo,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6424,TEMOZON,PENINSULA DE YUCATAN,YUCATAN,TEMOZON,PENINSULA DE YUCATAN,POZO,-88.202778,20.804167,372.45,,1064.0,,699.0,,1.8387,,937.46,,1.1,,3.8628,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.2572,,Rojo,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR5020M1,POZO HOSPITAL CIVIL II (ROTONDA) MITRAS MONTERREY,RIO BRAVO,NUEVO LEON,MONTERREY,AREA METROPOLITANA DE MONTERREY,POZO,-100.34715,25.68766,269.37,,927.0,,846.0,,0.2644,,395.84,,1.1,,12.758907,,0.01,,0.003,,0.004,,0.0004,,0.004,,0.0015,,0.025,,Rojo,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
