CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLZAC2646,JAULAS DE ARRIBA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,PINOS,POZO,-101.57321,22.02965,177.6,Alta,585.0,Buena para riego,345.0,Potable - Dulce,1.4074,Potable - Optima,121.512,Potable - Dura,41.0,Buena calidad,2.635581,Potable - Excelente,0.0151,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0016,Potable - Excelente,0.0406,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2647,EL SITIO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PINOS,PINOS,POZO,-101.65055,21.97693,155.4,Alta,488.0,Buena para riego,355.3333,Potable - Dulce,1.3645,Potable - Optima,73.704,Potable - Moderadamente suave,1.1,Potable - Excelente,2.162512,Potable - Excelente,0.01015,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2649M1,MIGUEL AUZA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MIGUEL AUZA,EL PALMAR,POZO,-103.4338,24.24546,225.33,Alta,460.0,Buena para riego,303.0,Potable - Dulce,1.4153,Potable - Optima,139.44,Potable - Dura,1.1,Potable - Excelente,3.934805,Potable - Excelente,0.0113,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2652M1,LA JOYA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,MORELOS,CALERA,POZO,-102.65772,22.89935,208.68,Alta,546.0,Buena para riego,339.0,Potable - Dulce,0.5793,Media,157.368,Potable - Dura,1.1,Potable - Excelente,1.845015,Potable - Excelente,0.0135,Apta como FAAP,0.003,Potable - Excelente,0.0136,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2663,POZOS DE CARRILLO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,AGUANAVAL,POZO,-102.99778,23.19742,186.48,Alta,475.0,Buena para riego,337.4,Potable - Dulce,1.2218,Potable - Optima,127.3216,Potable - Dura,1.1,Potable - Excelente,1.023198,Potable - Excelente,0.0169,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2664M1,PANUCO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PANUCO,CALERA,POZO,-102.59026,22.91561,202.02,Alta,458.0,Buena para riego,295.4,Potable - Dulce,0.6427,Media,149.4,Potable - Dura,1.1,Potable - Excelente,1.572921,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0187,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2665,SAN JOSE DEL RIO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,ABREGO,POZO,-103.26627,23.20728,73.26,Baja,164.0,Excelente para riego,179.6,Potable - Dulce,0.3075,Baja,51.7244,Potable - Suave,10.0,Buena calidad,2.080932,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2666,VICENTE GUERRERO 2,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,ABREGO,POZO,-103.34804,23.18828,154.29,Alta,278.0,Buena para riego,234.0,Potable - Dulce,0.2054,Baja,131.3004,Potable - Dura,20.0,Buena calidad,1.92917,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0297,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2667,EMILIANO ZAPATA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,SAIN ALTO,SAIN ALTO,POZO,-103.29927,23.5544,158.73,Alta,308.0,Buena para riego,238.2,Potable - Dulce,1.0281,Potable - Optima,101.592,Potable - Moderadamente suave,1.1,Potable - Excelente,1.390499,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2676,EL CARDITO 1  (RANCHO NUEVO CNA041),CUENCAS CENTRALES DEL NORTE,ZACATECAS,MAZAPIL,EL CARDITO,POZO,-101.62038,24.00488,254.04,Alta,560.0,Buena para riego,466.6667,Potable - Dulce,0.2382,Baja,306.768,Potable - Dura,1.1,Potable - Excelente,9.159429,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0038,Potable - Excelente,0.0756,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLZAC2681,CHUPADEROS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,VILLA DE COS,CHUPADEROS,POZO,-102.31851,23.15117,229.95,Alta,1017.0,Permisible para riego,696.0,Potable - Dulce,1.0838,Potable - Optima,173.304,Potable - Dura,1.1,Potable - Excelente,3.04654,Potable - Excelente,0.0105,Apta como FAAP,0.003,Potable - Excelente,0.016,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0253,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2686,POZO RN-11 AV. LEANDRO VALLE S/N. COL. DEL MAR,AGUAS DEL VALLE DE MEXICO,DISTRITO FEDERAL,XOCHIMILCO,ZONA METROPOLITANA DE LA CD. DE MEXICO,POZO,-99.06975,19.28548,197.795,Alta,519.0,Buena para riego,323.4,Potable - Dulce,0.2256,Baja,161.1414,Potable - Dura,1.1,Potable - Excelente,0.157267,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0031,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2699,POZO RPT-16 AUTOPISTA PEÑON-TEXCOCO,AGUAS DEL VALLE DE MEXICO,MEXICO,TEXCOCO,TEXCOCO,POZO,-98.94932,19.48943,148.2,Media,595.0,Buena para riego,584.0,Potable - Dulce,0.2,Baja,128.28,Potable - Dura,1.1,Potable - Excelente,0.0208,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.02611,Potable - Excelente,0.25979,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2756,POZO RT-28-BIS PUEBLO DE TEOLOYUCAN,AGUAS DEL VALLE DE MEXICO,MEXICO,TEOLOYUCAN,CUAUTITLAN-PACHUCA,POZO,-99.1851,19.7652,374.36,Alta,1392.0,Permisible para riego,496.0,Potable - Dulce,0.7004,Potable - Optima,149.99,Potable - Dura,40.0,Buena calidad,2.1712,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2757,POZO RT-31 PUEBLO DE TEOLOYUCAN,AGUAS DEL VALLE DE MEXICO,MEXICO,COYOTEPEC,CUAUTITLAN-PACHUCA,POZO,-99.19142,19.77982,324.7,Alta,1321.0,Permisible para riego,500.0,Potable - Dulce,0.6974,Media,189.47,Potable - Dura,40.0,Buena calidad,2.2138,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2760,POZO RTIZ-3 CARR.FED.MEXICO-PACHUCA KM. 50+000,AGUAS DEL VALLE DE MEXICO,HIDALGO,TIZAYUCA,CUAUTITLAN-PACHUCA,POZO,-98.97644,19.81857,397.1,Alta,1067.0,Permisible para riego,840.0,Potable - Dulce,0.3298,Baja,303.93,Potable - Dura,1.1,Potable - Excelente,2.198,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0029,Potable - Excelente,0.16479,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2775,SAN ANDRES METLA,AGUAS DEL VALLE DE MEXICO,MEXICO,COCOTITLAN,CHALCO-AMECAMECA,POZO,-98.83974,19.22227,107.92,Media,203.0,Excelente para riego,152.0,Potable - Dulce,0.4808,Media,155.91,Potable - Dura,1.1,Potable - Excelente,1.0453,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCAVM2776,POZO SAN MATEO TEZOQUIAPA (MIRAFLORES),AGUAS DEL VALLE DE MEXICO,MEXICO,CHALCO,CHALCO-AMECAMECA,POZO,-98.81591,19.22688,116.51,Media,140.0,Excelente para riego,176.0,Potable - Dulce,0.3765,Baja,23.68,Potable - Suave,1.1,Potable - Excelente,0.1393,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2778,SAPAC SECTOR NO. 4 CHAMILPA UNIVERSIDAD,BALSAS,MORELOS,CUERNAVACA,CUERNAVACA,POZO,-99.24037,18.98108,47.04,Baja,110.0,Excelente para riego,101.2,Potable - Dulce,0.3017,Baja,32.8317,Potable - Suave,1.1,Potable - Excelente,0.844731,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2785,PLANCHUELAS,BALSAS,MORELOS,EMILIANO ZAPATA,CUERNAVACA,POZO,-99.17501,18.83821,256.48,Alta,883.0,Permisible para riego,622.0,Potable - Dulce,0.2635,Baja,337.2711,Potable - Dura,417.0,Aceptable,5.438424,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2788,POZO LAS MORAS,BALSAS,MORELOS,JIUTEPEC,CUERNAVACA,POZO,-99.16624,18.86836,115.36,Media,395.0,Buena para riego,258.0,Potable - Dulce,0.289,Baja,116.4033,Potable - Moderadamente suave,41.0,Buena calidad,4.92649,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2798,POZO NO. 3 DE TETELCINGO (REFRIGERACION DE CUAUTLA),BALSAS,MORELOS,CUAUTLA,CUAUTLA-YAUTEPEC,POZO,-98.92501,18.86758,124.15,Media,333.0,Buena para riego,296.0,Potable - Dulce,0.2,Baja,69.08,Potable - Moderadamente suave,1.1,Potable - Excelente,2.9628,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00685,Potable - Excelente,0.07835,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2819,BONANZA,BALSAS,MORELOS,JOJUTLA,ZACATEPEC,POZO,-99.20771,18.60531,274.4,Alta,1110.0,Permisible para riego,788.0,Potable - Dulce,0.7378,Potable - Optima,369.1079,Potable - Dura,1.1,Potable - Excelente,2.601053,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2833,TETECALITA-CHICONCUAC,BALSAS,MORELOS,EMILIANO ZAPATA,CUERNAVACA,POZO,-99.18458,18.77216,138.88,Media,410.0,Buena para riego,274.0,Potable - Dulce,0.3544,Baja,148.2401,Potable - Dura,160.0,Buena calidad,5.198396,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0571,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2852,EL TERRERO (RIEGO AGRICOLA),BALSAS,MORELOS,MIACATLAN,ZACATEPEC,POZO,-99.37027,18.76767,300.16,Alta,861.0,Permisible para riego,428.2,Potable - Dulce,0.2,Baja,271.6077,Potable - Dura,1.1,Potable - Excelente,3.339204,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0053,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2854,POZO LA ALBORADA (CAMPESTRE ASTURIANO),BALSAS,MEXICO,TEPETLIXPA,CUAUTLA-YAUTEPEC,POZO,-98.86337,18.96856,125.11,Media,320.0,Buena para riego,248.0,Potable - Dulce,0.2,Baja,71.05,Potable - Moderadamente suave,1.1,Potable - Excelente,1.176,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00682,Potable - Excelente,0.07928,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2858,POZO N°6 TAMAZULAPAN,BALSAS,OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO,TAMAZULAPAN,POZO,-97.54652,17.66765,213.0,Alta,736.0,Buena para riego,505.0,Potable - Dulce,0.2,Baja,214.69487367205545,Potable - Dura,1.1,Potable - Excelente,3.22,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02342,Potable - Excelente,0.0012,Potable - Excelente,0.004,Potable - Excelente,0.00165,Potable - Excelente,0.06361,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2868,POZO SAN AGUSTIN ATENANGO,BALSAS,OAXACA,SAN AGUSTIN ATENANGO,MARISCALA,POZO,-97.96749,17.61476,340.0,Alta,413.0,Buena para riego,268.0,Potable - Dulce,0.256,Baja,326.0,Potable - Dura,1.1,Potable - Excelente,0.073,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01111,Potable - Excelente,0.00148,Potable - Excelente,0.004,Potable - Excelente,0.00214,Potable - Excelente,0.03892,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2875,POZO MARISCALA DE JUAREZ,BALSAS,OAXACA,MARISCALA DE JUAREZ,MARISCALA,POZO,-98.14664,17.85734,280.0,Alta,799.0,Permisible para riego,472.0,Potable - Dulce,0.2,Baja,322.0,Potable - Dura,1.1,Potable - Excelente,2.001,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01269,Potable - Excelente,0.00184,Potable - Excelente,0.004,Potable - Excelente,0.00189,Potable - Excelente,0.11207,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2877,POZO CALIHUALA (BALSAS),BALSAS,OAXACA,CALIHUALA,TLAPA-HUAMUXTITLAN,POZO,-98.2704,17.53781,265.0,Alta,598.0,Buena para riego,436.0,Potable - Dulce,0.2,Baja,320.0,Potable - Dura,1.1,Potable - Excelente,0.23,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01335,Potable - Excelente,0.00289,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.03212,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL6183,POZO NORIA SAN MARCOS ARTEAGA,BALSAS,OAXACA,SAN MARCOS ARTEAGA,HUAJUAPAN DE LEON,POZO NORIA,-97.859258,17.716749,325.0,Alta,700.0,Buena para riego,414.0,Potable - Dulce,0.2,Baja,386.0,Potable - Dura,1.1,Potable - Excelente,0.764,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02244,Potable - Excelente,0.0017,Potable - Excelente,0.00703,Potable - Excelente,0.00786,Potable - Excelente,0.27163,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL6186,POZO TIPO NORIA ABAJO LAS CAMPANAS,BALSAS,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,HUAJUAPAN DE LEON,POZO NORIA,-97.778111,17.812971,270.0,Alta,634.0,Buena para riego,351.0,Potable - Dulce,0.2,Baja,346.0,Potable - Dura,1.1,Potable - Excelente,0.217,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01285,Potable - Excelente,0.00138,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.04703,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5221M1,POZO 1 NAZAS,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-104.11991,25.22352,378.87,Alta,931.0,Permisible para riego,566.4,Potable - Dulce,1.0542,Potable - Optima,285.2278,Potable - Dura,63.0,Buena calidad,4.628332,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5222M1,POZO BENITO JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-104.2005,25.19079,272.655,Alta,776.0,Permisible para riego,410.4,Potable - Dulce,0.6921,Media,229.379,Potable - Dura,10.0,Buena calidad,0.692098,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0314,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5231M1,POZO 1 RANCHO GRANDE,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87814,25.74547,216.58,Alta,585.0,Buena para riego,359.2,Potable - Dulce,0.3972,Baja,260.9223,Potable - Dura,41.0,Buena calidad,5.722265,Potable - Buena calidad,0.0109,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0018,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5233M1,POZO VICENTE SUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87056,25.72986,217.685,Alta,506.0,Buena para riego,341.6,Potable - Dulce,0.3806,Baja,229.1751,Potable - Dura,1.1,Potable - Excelente,3.761426,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5238M1,POZO 2 LOS SABINOS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.65114,25.47861,321.555,Alta,875.0,Permisible para riego,616.0,Potable - Dulce,1.0625,Potable - Optima,334.3377,Potable - Dura,1.1,Potable - Excelente,2.15516,Potable - Excelente,0.0154,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0016,Potable - Excelente,0.0443,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5240M1,POZO 1 CD. JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.59594,25.49591,291.72,Alta,824.0,Permisible para riego,550.0,Potable - Dulce,0.77,Potable - Optima,221.2383,Potable - Dura,10.0,Buena calidad,7.924694,Potable - Buena calidad,0.016,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0136,Potable - Excelente,0.0591,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5244M1,POZO 5 RANCHO MI SUEÑO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.54249,25.51222,196.69,Alta,521.0,Buena para riego,326.0,Potable - Dulce,0.5187,Media,177.5859,Potable - Dura,1.1,Potable - Excelente,1.104842,Potable - Excelente,0.0123,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0038,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5245M1,POZO 4101 SAN FERNANDO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53596,25.50964,161.33,Alta,364.0,Buena para riego,239.0,Potable - Dulce,0.5113,Media,129.9651,Potable - Dura,1.1,Potable - Excelente,0.445932,Potable - Excelente,0.0111,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5248M1,POZO 6 CASA DE LA CULTURA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.5023,25.5515,184.21,Alta,821.0,Permisible para riego,601.2,Potable - Dulce,0.576,Media,277.788,Potable - Dura,1.1,Potable - Excelente,10.33135,Potable - Buena calidad,0.02135,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5256M1,POZO 3704 (BOMBA 31 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.44817,25.56234,140.335,Media,819.0,Permisible para riego,585.8,Potable - Dulce,0.5326,Media,267.867,Potable - Dura,1.1,Potable - Excelente,4.170045,Potable - Excelente,0.0157,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0289,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5257M1,POZO 336 (BOMBA 35 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.44813,25.57216,154.7,Alta,947.0,Permisible para riego,608.2,Potable - Dulce,0.5553,Media,293.6616,Potable - Dura,20.0,Buena calidad,6.997302,Potable - Buena calidad,0.0194,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0023,Potable - Excelente,0.0284,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
